Name,Distance,Mass,Discovery Date,Stellar Magnitude
DENIS-P J082303.1-491201 b,68,28.5 Jupiters,2013,
DH Tauri b,440,11 Jupiters,2004,13.98
DMPP-1 b,204,24.27 Earths,2019,7.98
DMPP-1 c,204,9.6 Earths,2019,7.98
DMPP-1 d,204,3.35 Earths,2019,7.98
DMPP-1 e,204,4.13 Earths,2019,7.98
DMPP-2 b,450,0.437 Jupiters,2019,8.57
DMPP-3 A b,148,2.58 Earths,2019,9.066
DP Leonis b,997,6.28 Jupiters,2009,18.6837
DS Tucanae A b,144,1.3 Jupiters,2019,8.17
EPIC 201170410.02,437,1.15 Earths,2020,17.6984
EPIC 201238110 b,520,4.16 Earths,2019,16.014
EPIC 201427007 b,2304,2.86 Earths,2021,14.321
EPIC 201497682 b,825,0.26 Earths,2019,13.948
EPIC 201595106 b,757,2.24 Earths,2021,11.746
EPIC 201615463 c,1556,1.98 Earths,2019,12.081
EPIC 201754305 d,1093,1.08 Earths,2019,14.668
EPIC 201757695.02,1884,0.688 Earths,2020,14.974
EPIC 201833600 c,840,0.972 Earths,2019,14.705
EPIC 201841433 b,1424,1.12 Earths,2019,14.983
EPIC 205950854 c,796,2.27 Earths,2019,12.365
EPIC 206024342 b,1207,3.53 Earths,2019,13.096
EPIC 206024342 c,1207,2.54 Earths,2021,13.096
EPIC 206024342 d,1207,7.27 Earths,2021,13.096
EPIC 206032309 b,526,1.01 Earths,2019,17.89
EPIC 206042996 b,1474,3.53 Earths,2019,16.59
EPIC 206042996 c,1474,1.87 Earths,2021,16.59
EPIC 206215704 b,358,0.972 Earths,2019,17.83
EPIC 206317286 b,1025,0.84 Earths,2019,14.005
EPIC 206317286 c,1025,5.03 Earths,2022,14.005
EPIC 211822797 b,607,4.35 Earths,2016,15.133
EPIC 211945201 b,593,27 Earths,2018,10.154
EPIC 212297394 b,1365,2.79 Earths,2019,14.611
EPIC 212297394 c,1365,5.77 Earths,2016,14.611
EPIC 212424622 b,1996,5.35 Earths,2019,13.441
EPIC 212499991 b,924,3.19 Earths,2019,13.672
EPIC 212587672 b,1044,2.13 Earths,2019,12.488
EPIC 212587672 c,1044,5.99 Earths,2016,12.488
EPIC 212624936 b,1833,1.87 Earths,2021,13.976
EPIC 212624936 c,1833,5.9 Earths,2021,13.976
EPIC 212737443 b,1097,7.2 Earths,2019,14.81
EPIC 212737443 c,1097,7.7 Earths,2019,14.81
EPIC 220492298 b,2037,0.937 Earths,2021,13.991
EPIC 220554210 c,1619,3.19 Earths,2019,14.21
EPIC 220674823 b,798,8.21 Earths,2016,12.101
EPIC 220674823 c,798,8.9 Earths,2016,12.101
EPIC 228836835 b,490,1.37 Earths,2021,16.77
EPIC 229004835 b,398,10.4 Earths,2023,10.23
EPIC 246851721 b,1216,3 Jupiters,2018,11.237
EPIC 248847494 b,1800,13 Jupiters,2018,12.353
EPIC 249893012 b,1048,8.75 Earths,2020,11.429
EPIC 249893012 c,1048,14.67 Earths,2020,11.429
EPIC 249893012 d,1048,10.18 Earths,2020,11.429
Epsilon Coronae Borealis b,228,6.7 Jupiters,2012,4.12577
Epsilon Eridani b,10,0.66 Jupiters,2000,3.718
Epsilon Indi A b,12,3.25 Jupiters,2019,4.674
Epsilon Tauri b,155,7.6 Jupiters,2006,3.523
FU Tauri b,435,16 Jupiters,2008,
G 264-012 b,52,2.5 Earths,2021,13.078
G 264-012 c,52,3.75 Earths,2021,13.078
G 9-40 b,91,11.7 Earths,2019,13.821
Gaia-1 b,1186,1.68 Jupiters,2022,13.242
Gaia-2 b,683,0.817 Jupiters,2022,11.277
gam1 Leonis b,130,8.78 Jupiters,2009,1.99509
Gamma Cephei b,46,9.4 Jupiters,2003,3.23006
Gamma Librae b,155,1.02 Jupiters,2018,3.90672
Gamma Librae c,155,4.58 Jupiters,2018,3.90672
Gamma Piscium b,135,1.34 Jupiters,2021,3.69252
GJ 1002 b,16,1.08 Earths,2022,13.76
GJ 1002 c,16,1.36 Earths,2022,13.76
GJ 1061 b,12,1.37 Earths,2020,12.7
GJ 1061 c,12,1.74 Earths,2020,12.7
GJ 1061 d,12,1.64 Earths,2020,12.7
GJ 1132 b,41,1.66 Earths,2015,13.68
GJ 1132 c,41,2.64 Earths,2018,13.68
GJ 1148 b,36,0.30425 Jupiters,2010,11.939
GJ 1148 c,36,0.21414 Jupiters,2017,11.939
GJ 1151 c,26,10.62 Earths,2023,13.76
GJ 1214 b,48,8.17 Earths,2009,15.1
GJ 1252 b,66,1.32 Earths,2020,12.68
GJ 1265 b,33,7.4 Earths,2018,14.01
GJ 143 b,53,22.7 Earths,2019,8.08
GJ 15 A b,12,3.03 Earths,2014,8.09
GJ 15 A c,12,36 Earths,2018,8.09
GJ 160.2 b,84,10.2 Earths,2014,9.7
GJ 163 b,49,10.6 Earths,2013,11.79
GJ 163 c,49,6.8 Earths,2013,11.79
GJ 163 d,49,29.4 Earths,2013,11.79
GJ 179 b,40,0.95 Jupiters,2009,11.963
GJ 180 b,39,6.49 Earths,2014,10.914
GJ 180 c,39,6.4 Earths,2014,10.914
GJ 180 d,39,7.56 Earths,2020,10.914
GJ 2030 b,121,4.76743 Earths,2022,6.20902
GJ 2030 c,121,12.803 Jupiters,2022,6.20902
GJ 2056 b,93,16.2 Earths,2020,10.37
GJ 229 A c,19,8.58137 Earths,2020,8.15
GJ 229 b,19,14.93794 Earths,2014,8.15
GJ 251 b,18,4 Earths,2020,9.89
GJ 27.1 b,77,13 Earths,2014,11.45
GJ 273 b,19,2.89 Earths,2017,9.84
GJ 273 c,19,1.18 Earths,2017,9.84
GJ 3021 b,57,3.37 Jupiters,2000,6.59
GJ 3082 b,54,8.2 Earths,2020,11.041
GJ 3090 b,73,3.34 Earths,2022,11.403
GJ 3138 b,93,1.78 Earths,2017,10.8275
GJ 3138 c,93,4.18 Earths,2017,10.8275
GJ 3138 d,93,10.5 Earths,2017,10.8275
GJ 317 b,50,2.5 Jupiters,2007,12.4
GJ 317 c,50,1.64396 Jupiters,2018,12.4
GJ 3222 b,59,11.44182 Earths,2022,6.9
GJ 328 b,67,2.51 Jupiters,2013,9.99
GJ 328 c,67,21.4 Earths,2023,9.99
GJ 3293 b,66,23.54 Earths,2015,11.945
GJ 3293 c,66,21.09 Earths,2015,11.945
GJ 3293 d,66,7.6 Earths,2017,11.945
GJ 3293 e,66,3.28 Earths,2017,11.945
GJ 3323 b,18,2.02 Earths,2017,12.57
GJ 3323 c,18,2.31 Earths,2017,12.57
GJ 3341 b,77,6.6 Earths,2015,12.062
GJ 338 B b,21,10.6 Earths,2020,7.7
GJ 3470 b,96,13.9 Earths,2012,12.332
GJ 3473 b,89,1.86 Earths,2020,13.74
GJ 3473 c,89,7.41 Earths,2020,13.74
GJ 3512 b,31,0.46 Jupiters,2019,15.18
GJ 3512 c,31,0.2 Jupiters,2020,15.18
GJ 357 b,31,1.84 Earths,2019,10.91
GJ 357 c,31,3.4 Earths,2019,10.91
GJ 357 d,31,6.1 Earths,2019,10.91
GJ 3634 b,66,8.4 Earths,2010,11.938
GJ 367 b,31,0.546 Earths,2021,10.153
GJ 3779 b,45,8 Earths,2018,13.04
GJ 3929 b,52,1.75 Earths,2022,12.675
GJ 3929 c,52,5.71 Earths,2022,12.675
GJ 393 b,23,1.71 Earths,2021,9.65
GJ 3942 b,55,7.14 Earths,2017,10.166
GJ 3998 b,59,2.47 Earths,2016,10.844
GJ 3998 c,59,6.26 Earths,2016,10.844
GJ 411 b,19,2.69 Earths,2019,7.49
GJ 414 A b,39,7.6 Earths,2021,8.31
GJ 414 A c,39,0.16937 Jupiters,2021,8.31
GJ 422 b,41,11.07 Earths,2014,11.66
GJ 4276 b,70,16.57 Earths,2019,12.903
GJ 433 b,30,6.043 Earths,2011,9.81
GJ 433 c,30,32.422 Earths,2014,9.81
GJ 433 d,30,5.223 Earths,2020,9.81
GJ 436 b,32,22.1 Earths,2004,10.67
GJ 463 b,60,3.6 Jupiters,2022,11.595
GJ 480 b,46,13.2 Earths,2020,11.49
GJ 486 b,26,2.82 Earths,2021,11.39
GJ 504 b,57,4 Jupiters,2013,5.18799
GJ 514 b,25,5.2 Earths,2022,9.05
GJ 536 b,34,5.36 Earths,2016,9.71
GJ 581 b,21,15.8 Earths,2005,10.57
GJ 581 c,21,5.5 Earths,2007,10.57
GJ 581 e,21,1.7 Earths,2009,10.57
GJ 625 b,21,2.82 Earths,2017,10.066
GJ 649 b,34,0.258 Jupiters,2009,9.7
GJ 667 C b,24,5.6 Earths,2011,10.602
GJ 667 C c,24,3.8 Earths,2011,10.602
GJ 667 C e,24,2.7 Earths,2013,10.602
GJ 667 C f,24,2.7 Earths,2013,10.602
GJ 667 C g,24,4.6 Earths,2013,10.602
GJ 674 b,15,11.09 Earths,2007,9.38
GJ 676 A b,52,5.792 Jupiters,2010,9.58
GJ 676 A c,52,13.492 Jupiters,2016,9.58
GJ 676 A d,52,3.81394 Earths,2012,9.58
GJ 676 A e,52,6.6744 Earths,2012,9.58
GJ 680 b,32,25.1 Jupiters,2022,10.129
GJ 682 b,16,4.4 Earths,2014,10.94
GJ 682 c,16,8.7 Earths,2014,10.94
GJ 685 b,47,9 Earths,2019,9.98
GJ 687 b,15,17.2 Earths,2014,9.15
GJ 687 c,15,16 Earths,2020,9.15
GJ 720 A b,51,13.64 Earths,2021,9.84
GJ 740 b,36,2.96 Earths,2021,9.22
GJ 832 b,16,0.8 Jupiters,2008,8.66
GJ 849 b,29,0.893 Jupiters,2006,10.41
GJ 849 c,29,0.99 Earths,2014,10.41
GJ 86 b,35,4.42 Jupiters,1999,6.12
GJ 876 b,15,2.2756 Jupiters,1998,10.16
GJ 876 c,15,0.7142 Jupiters,2000,10.16
GJ 876 d,15,6.83 Earths,2005,10.16
GJ 876 e,15,14.6 Earths,2010,10.16
GJ 887 b,11,4.2 Earths,2020,7.33
GJ 887 c,11,7.6 Earths,2020,7.33
GJ 896 A b,20,2.26 Jupiters,2022,10.05
GJ 9066 c,15,0.21 Jupiters,2020,12.71
GJ 9689 b,100,9.65 Earths,2020,11.297
GJ 96 b,39,19.66 Earths,2018,9.4
GJ 9714 b,67,9.403 Jupiters,2022,9.37
GJ 9827 b,97,5.14 Earths,2017,10.37
GJ 9827 c,97,1.3 Earths,2017,10.37
GJ 9827 d,97,3.53 Earths,2017,10.37
Gl 378 b,49,13.02 Earths,2019,10.03
Gl 49 b,32,5.63 Earths,2019,9.56
Gl 686 b,27,6.624 Earths,2018,9.62
GPX-1 b,2137,19.7 Jupiters,2021,12.316
GQ Lupi b,493,20 Jupiters,2004,11.593
GSC 06214-00210 b,354,16 Jupiters,2010,12.416
GU Piscium b,155,11.3 Jupiters,2014,14.146
HAT-P-11 b,123,26.69772 Earths,2008,9.46
HAT-P-11 c,123,2.3 Jupiters,2018,9.46
HAT-P-12 b,466,0.211 Jupiters,2009,12.665
HAT-P-13 b,805,0.851 Jupiters,2009,10.421
HAT-P-13 c,805,14.28 Jupiters,2009,10.421
HAT-P-14 b,726,3.44 Jupiters,2010,9.988
HAT-P-15 b,628,1.94 Jupiters,2010,12.41
HAT-P-16 b,739,4.193 Jupiters,2010,10.911
HAT-P-17 b,301,0.58 Jupiters,2010,10.375
HAT-P-17 c,301,3.4 Jupiters,2010,10.375
HAT-P-18 b,526,0.197 Jupiters,2010,12.597
HAT-P-19 b,659,0.292 Jupiters,2010,12.826
HAT-P-1 b,519,0.525 Jupiters,2006,9.827
HAT-P-20 b,232,7.246 Jupiters,2010,11.231
HAT-P-21 b,904,4.87 Jupiters,2010,11.459
HAT-P-22 b,267,2.47 Jupiters,2010,9.763
HAT-P-23 b,1190,1.34 Jupiters,2010,11.937
HAT-P-24 b,1355,0.75 Jupiters,2010,11.762
HAT-P-25 b,980,0.569 Jupiters,2010,13.146
HAT-P-26 b,463,22.2481 Earths,2010,11.757
HAT-P-27 b,650,0.62 Jupiters,2011,12.052
HAT-P-28 b,1309,0.626 Jupiters,2011,13.098
HAT-P-29 b,1023,0.88 Jupiters,2011,11.825
HAT-P-2 b,417,8.7 Jupiters,2007,8.72
HAT-P-30 b,698,0.83 Jupiters,2011,10.352
HAT-P-31 b,1122,2.27 Jupiters,2011,11.667
HAT-P-32 b,943,0.68 Jupiters,2011,11.439
HAT-P-33 b,1292,0.92 Jupiters,2011,11.032
HAT-P-34 b,813,3.33 Jupiters,2011,10.403
HAT-P-35 b,1654,1.056 Jupiters,2011,12.389
HAT-P-36 b,960,1.8482 Jupiters,2011,12.146
HAT-P-37 b,1274,1.169 Jupiters,2011,13.427
HAT-P-38 b,832,0.267 Jupiters,2012,12.525
HAT-P-39 b,2274,0.599 Jupiters,2012,12.282
HAT-P-3 b,439,0.65 Jupiters,2007,11.856
HAT-P-40 b,1515,0.48 Jupiters,2012,11.34
HAT-P-41 b,1136,1.19 Jupiters,2012,11.365
HAT-P-42 b,1322,1.044 Jupiters,2012,12.125
HAT-P-43 b,1725,0.662 Jupiters,2012,13.279
HAT-P-44 b,1135,0.352 Jupiters,2014,13.225
HAT-P-44 c,1135,4 Jupiters,2014,13.225
HAT-P-45 b,974,0.892 Jupiters,2014,12.783
HAT-P-46 b,948,0.493 Jupiters,2014,11.997
HAT-P-49 b,1143,2.2 Jupiters,2014,10.205
HAT-P-4 b,1045,0.671 Jupiters,2007,11.118
HAT-P-50 b,1681,1.35 Jupiters,2015,11.703
HAT-P-51 b,1436,0.309 Jupiters,2015,13.51
HAT-P-52 b,1178,0.818 Jupiters,2015,14.107
HAT-P-53 b,2175,1.484 Jupiters,2015,13.78
HAT-P-54 b,469,0.76 Jupiters,2015,13.398
HAT-P-55 b,1668,0.582 Jupiters,2015,13.197
HAT-P-56 b,1046,2.31 Jupiters,2015,10.92
HAT-P-57 b,913,1.41 Jupiters,2015,10.639
HAT-P-58 b,1682,0.372 Jupiters,2021,12.925
HAT-P-59 b,866,1.54 Jupiters,2021,11.64
HAT-P-5 b,989,0.98 Jupiters,2007,11.954
HAT-P-60 b,761,0.574 Jupiters,2021,9.727
HAT-P-61 b,1105,1.057 Jupiters,2021,13.096
HAT-P-62 b,1138,0.761 Jupiters,2021,12.539
HAT-P-63 b,14624,0.614 Jupiters,2021,20.1544
HAT-P-64 b,2126,0.58 Jupiters,2021,12.855
HAT-P-65 b,2409,0.527 Jupiters,2016,13.121
HAT-P-66 b,3051,0.783 Jupiters,2016,13.014
HAT-P-67 b,1212,0.34 Jupiters,2017,10.106
HAT-P-68 b,659,0.724 Jupiters,2020,13.802
HAT-P-69 b,1113,3.58 Jupiters,2019,9.774
HAT-P-6 b,898,1.32 Jupiters,2007,10.469
HAT-P-70 b,1079,6.78 Jupiters,2019,9.47
HAT-P-7 b,1113,1.84 Jupiters,2008,10.481
HAT-P-8 b,690,1.28 Jupiters,2008,10.358
HAT-P-9 b,1485,0.749 Jupiters,2008,12.344
HATS-10 b,1745,0.526 Jupiters,2015,13.202
HATS-11 b,3081,0.83 Jupiters,2016,14.06
HATS-12 b,2434,2.39 Jupiters,2016,12.831
HATS-13 b,1376,0.543 Jupiters,2015,13.911
HATS-14 b,1673,1.071 Jupiters,2015,14.052
HATS-15 b,3717,2.17 Jupiters,2016,14.909
HATS-16 b,2469,3.27 Jupiters,2016,13.957
HATS-17 b,1306,1.338 Jupiters,2016,12.402
HATS-18 b,2037,1.9795 Jupiters,2016,14.188
HATS-1 b,926,1.855 Jupiters,2012,12.155
HATS-22 b,749,2.74 Jupiters,2017,13.397
HATS-23 b,2084,1.47 Jupiters,2017,13.84
HATS-24 b,1612,2.26 Jupiters,2017,12.915
HATS-25 b,1537,0.613 Jupiters,2016,13.172
HATS-26 b,2811,0.65 Jupiters,2016,13.006
HATS-27 b,2665,0.53 Jupiters,2016,12.782
HATS-28 b,1746,0.672 Jupiters,2016,13.981
HATS-29 b,1154,0.653 Jupiters,2016,12.62
HATS-2 b,1115,1.345 Jupiters,2013,13.565
HATS-30 b,1116,0.706 Jupiters,2016,12.283
HATS-31 b,2525,0.88 Jupiters,2016,13.315
HATS-32 b,2431,0.92 Jupiters,2016,14.386
HATS-33 b,810,1.192 Jupiters,2016,11.91
HATS-34 b,1660,0.941 Jupiters,2016,13.857
HATS-35 b,1678,1.222 Jupiters,2016,12.609
HATS-36 b,2794,3.216 Jupiters,2018,14.364
HATS-37 A b,691,31.46517 Earths,2020,12.341
HATS-38 b,1121,23.51942 Earths,2020,11.967
HATS-39 b,2866,0.63 Jupiters,2018,12.745
HATS-3 b,1341,1.071 Jupiters,2013,12.433
HATS-40 b,4379,1.59 Jupiters,2018,13.478
HATS-41 b,2406,9.7 Jupiters,2018,12.678
HATS-42 b,2611,1.88 Jupiters,2018,13.682
HATS-43 b,1182,0.261 Jupiters,2018,13.562
HATS-44 b,1455,0.56 Jupiters,2018,14.397
HATS-45 b,2519,0.7 Jupiters,2018,13.325
HATS-46 b,1480,0.173 Jupiters,2018,13.783
HATS-47 b,981,0.369 Jupiters,2020,14.602
HATS-48 A b,860,0.243 Jupiters,2020,14.226
HATS-49 b,1058,0.353 Jupiters,2020,14.988
HATS-4 b,1358,1.323 Jupiters,2014,13.516
HATS-50 b,2468,0.39 Jupiters,2017,14.045
HATS-51 b,1271,0.768 Jupiters,2017,12.525
HATS-52 b,1811,2.24 Jupiters,2017,13.844
HATS-53 b,1911,0.595 Jupiters,2017,13.944
HATS-54 b,2442,0.753 Jupiters,2019,13.937
HATS-55 b,1989,0.921 Jupiters,2019,13.525
HATS-56 b,1841,0.602 Jupiters,2019,11.477
HATS-57 b,912,3.147 Jupiters,2019,12.333
HATS-58 A b,1317,1.03 Jupiters,2019,11.572
HATS-59 b,2097,0.806 Jupiters,2018,14.033
HATS-59 c,2097,12.7 Jupiters,2018,14.033
HATS-5 b,804,0.237 Jupiters,2014,12.598
HATS-60 b,1587,0.662 Jupiters,2018,12.662
HATS-61 b,2217,3.4 Jupiters,2018,13.352
HATS-62 b,1706,0.179 Jupiters,2018,14.171
HATS-63 b,2033,0.96 Jupiters,2018,13.992
HATS-64 b,3523,0.96 Jupiters,2018,13.045
HATS-65 b,1609,0.821 Jupiters,2018,12.679
HATS-66 b,4821,5.33 Jupiters,2018,14.283
HATS-67 b,3132,1.45 Jupiters,2018,13.698
HATS-68 b,1970,1.29 Jupiters,2018,12.312
HATS-69 b,1352,0.577 Jupiters,2018,14.074
HATS-6 b,552,0.319 Jupiters,2015,15.044
HATS-70 b,4759,12.9 Jupiters,2019,12.227
HATS-71 b,457,0.37 Jupiters,2020,16.437
HATS-72 b,416,39.85588 Earths,2020,12.324
HATS-74 A b,977,1.46 Jupiters,2021,17.26
HATS-75 b,636,0.491 Jupiters,2021,15.689
HATS-76 b,1258,2.629 Jupiters,2021,16.68
HATS-77 b,1423,1.374 Jupiters,2021,16.195
HATS-7 b,785,38.1396 Earths,2015,13.347
HATS-8 b,2592,0.138 Jupiters,2015,14.512
HATS-9 b,2083,0.837 Jupiters,2015,13.256
HD 100546 b,358,752 Jupiters,2014,6.69
HD 100655 b,447,1.61 Jupiters,2011,6.4421
HD 100777 b,162,1.03 Jupiters,2007,8.42
HD 10180 c,127,13.1 Earths,2010,7.33
HD 10180 d,127,11.75 Earths,2010,7.33
HD 10180 e,127,25.1 Earths,2010,7.33
HD 10180 f,127,23.9 Earths,2010,7.33
HD 10180 g,127,21.4 Earths,2010,7.33
HD 10180 h,127,0.203 Jupiters,2010,7.33
HD 101930 b,98,0.25 Jupiters,2005,8.21
HD 102117 b,129,0.17 Jupiters,2005,7.47
HD 102195 b,96,0.41 Jupiters,2006,8.07
HD 102272 b,1132,4.94 Jupiters,2008,8.69
HD 102329 b,708,8.16 Jupiters,2011,7.88
HD 102329 c,708,1.52 Jupiters,2018,7.88
HD 102365 b,30,16 Earths,2010,4.893
HD 102843 b,205,0.35837 Jupiters,2019,9.26
HD 102956 b,398,0.96 Jupiters,2010,7.86
HD 103197 b,186,28.6047 Earths,2009,9.4
HD 103720 b,149,0.62 Jupiters,2014,9.5
HD 103774 b,184,0.367 Jupiters,2013,7.13463
HD 103891 b,181,2.89 Jupiters,2022,6.59451
HD 103949 b,86,11.2 Earths,2019,8.7
HD 104067 b,66,0.16 Jupiters,2009,7.92
HD 10442 b,442,1.487 Jupiters,2014,7.828
HD 104985 b,328,8.3 Jupiters,2003,5.79389
HD 105618 b,229,25.42627 Earths,2022,8.63
HD 105618 c,229,26.491 Jupiters,2022,8.63
HD 105779 b,180,0.64 Jupiters,2022,8.65
HD 106252 b,125,10 Jupiters,2002,7.41
HD 106270 b,306,11.4 Jupiters,2011,7.58
HD 106315 b,357,12.6 Earths,2017,8.951
HD 106315 c,357,15.2 Earths,2017,8.951
HD 10647 b,57,0.94 Jupiters,2006,5.52
HD 106515 A b,111,9.518 Jupiters,2012,7.971
HD 106906 b,336,11 Jupiters,2013,7.8
HD 10697 b,108,5.743 Jupiters,1999,6.28262
HD 107148 b,161,0.21 Jupiters,2005,8.01
HD 107148 c,161,19.89606 Earths,2021,8.01
HD 108147 b,127,0.261 Jupiters,2002,6.99
HD 108236 b,211,3.24 Earths,2020,9.25
HD 108236 c,211,4.94 Earths,2020,9.25
HD 108236 d,211,6.98 Earths,2020,9.25
HD 108236 e,211,9.71 Earths,2020,9.25
HD 108236 f,211,4.72 Earths,2021,9.25
HD 108341 b,160,2.25 Jupiters,2014,9.38
HD 108863 b,537,2.414 Jupiters,2011,7.71
HD 108874 b,194,1.42 Jupiters,2002,8.76
HD 108874 c,194,0.99 Jupiters,2005,8.76
HD 109246 b,221,0.86 Jupiters,2010,8.751
HD 109271 b,182,17.162 Earths,2013,8.04
HD 109271 c,182,24.154 Earths,2013,8.04
HD 109286 b,181,2.99 Jupiters,2021,8.78
HD 109749 b,206,0.27 Jupiters,2005,8.08
HD 10975 b,380,0.45 Jupiters,2021,5.94188
HD 109833 b,260,8.69 Earths,2022,9.29
HD 109833 c,260,7.22 Earths,2022,9.29
HD 109988 b,139,21.821 Jupiters,2022,8.9
HD 110014 b,329,11.09 Jupiters,2009,4.64597
HD 110082 b,343,10.3 Earths,2021,9.23
HD 110113 b,347,4.55 Earths,2021,10.09
HD 110113 c,347,10.5 Earths,2021,10.09
HD 110537 b,147,27.099 Jupiters,2022,7.83
HD 11112 b,145,8.176 Jupiters,2022,7.13
HD 111232 b,94,7.965 Jupiters,2003,7.59
HD 111232 c,94,18.063 Jupiters,2022,7.59
HD 111591 b,372,4.4 Jupiters,2017,6.417
HD 111998 b,108,4.51 Jupiters,2016,6.11006
HD 112640 b,1055,5 Jupiters,2020,6.53649
HD 113337 b,118,3.259 Jupiters,2013,6.02078
HD 113337 c,118,19.821 Jupiters,2022,6.02078
HD 11343 c,506,0.804 Jupiters,2022,7.88
HD 113538 b,53,0.36 Jupiters,2010,9.05
HD 113538 c,53,0.93 Jupiters,2010,9.05
HD 113996 b,379,6.3 Jupiters,2017,4.77044
HD 114082 b,311,8 Jupiters,2022,8.2
HD 114386 b,91,1.14 Jupiters,2003,8.73
HD 114613 b,66,0.357 Jupiters,2014,4.847
HD 114729 b,123,0.825 Jupiters,2002,6.68
HD 114783 b,69,1.1 Jupiters,2001,7.56
HD 114783 c,69,0.611 Jupiters,2018,7.56
HD 11505 b,127,7.899 Jupiters,2022,7.43
HD 11506 b,167,4.88 Jupiters,2007,7.51
HD 11506 c,167,0.369 Jupiters,2008,7.51
HD 11506 d,167,7.383 Jupiters,2022,7.51
HD 115404 A b,36,30.82936 Earths,2022,6.55
HD 115404 A c,36,10.319 Jupiters,2022,6.55
HD 115954 b,286,8.45 Jupiters,2021,8.34
HD 116029 b,402,1.4 Jupiters,2011,7.88
HD 116029 c,402,1.27 Jupiters,2018,7.88
HD 117207 b,106,2.106 Jupiters,2004,7.26
HD 11755 b,767,5.63 Jupiters,2015,6.88269
HD 117618 b,123,0.174 Jupiters,2004,7.17
HD 118203 b,301,2.79 Jupiters,2005,8.05
HD 11964 b,109,0.622 Jupiters,2005,6.41525
HD 11964 c,109,25 Earths,2008,6.41525
HD 11977 b,222,6.54 Jupiters,2005,4.68
HD 120084 b,336,5.762 Jupiters,2013,5.90686
HD 121504 b,136,1.51 Jupiters,2003,7.54
HD 12235 b,104,10.48834 Earths,2022,5.88051
HD 12235 c,104,9.866 Jupiters,2022,5.88051
HD 122562 c,174,0.23 Jupiters,2022,7.659
HD 124330 b,196,0.75 Jupiters,2021,7.88
HD 12484 b,158,2.98 Jupiters,2016,8.18
HD 125271 b,128,10.904 Jupiters,2022,9.68
HD 125390 b,501,27.204 Jupiters,2019,8.21
HD 125595 b,92,6.3566 Earths,2009,9.03
HD 125612 b,188,2.974 Jupiters,2007,8.31
HD 125612 c,188,15.57359 Earths,2009,8.31
HD 125612 d,188,7.178 Jupiters,2009,8.31
HD 12648 b,594,1.96 Jupiters,2015,6.98656
HD 126525 b,123,0.237 Jupiters,2018,7.85
HD 126614 b,238,0.339 Jupiters,2009,8.81
HD 12661 b,123,2.43 Jupiters,2000,7.43
HD 12661 c,123,1.812 Jupiters,2002,7.43
HD 127506 b,73,27.33324 Earths,2022,8.7
HD 128311 b,53,1.769 Jupiters,2002,7.48
HD 128311 c,53,3.789 Jupiters,2005,7.48
HD 128356 b,85,0.89 Jupiters,2016,8.2411
HD 129445 b,220,2.51 Jupiters,2009,8.8
HD 130322 b,104,1.15 Jupiters,1999,8.04
HD 131496 b,430,1.8 Jupiters,2011,7.8
HD 13167 b,486,3.31 Jupiters,2018,8.34
HD 13189 b,1624,10.95 Jupiters,2005,7.57
HD 132406 b,231,6.2 Jupiters,2007,8.45
HD 132563 b,343,1.49 Jupiters,2011,8.928001
HD 133131 A b,168,1.42 Jupiters,2016,7.66
HD 133131 A c,168,0.42 Jupiters,2016,7.66
HD 133131 B b,167,2.5 Jupiters,2016,8.413
HD 134060 b,78,10.1 Earths,2019,6.29
HD 134060 c,78,29.29 Earths,2019,6.29
HD 134987 b,85,1.61 Jupiters,1999,6.47
HD 134987 c,85,0.82 Jupiters,2009,6.47
HD 135872 b,269,5.489 Jupiters,2022,7.28103
HD 136118 b,168,13.102 Jupiters,2022,6.9456
HD 136352 b,48,4.72 Earths,2019,5.655
HD 136352 c,48,11.24 Earths,2019,5.655
HD 136352 d,48,8.82 Earths,2019,5.655
HD 136418 b,343,2.14 Jupiters,2009,7.849
HD 136925 b,156,0.84 Jupiters,2021,7.91433
HD 13724 c,142,0.16 Jupiters,2022,7.89
HD 137388 b,132,0.2 Jupiters,2011,8.71
HD 137496 b,507,4.04 Earths,2021,9.899
HD 137496 c,507,7.66 Jupiters,2021,9.899
HD 13808 b,92,11.2 Earths,2021,8.36
HD 13808 c,92,9.96 Earths,2021,8.36
HD 13908 b,259,0.865 Jupiters,2013,7.52
HD 13908 c,259,5.13 Jupiters,2013,7.52
HD 13931 b,155,2.8 Jupiters,2009,7.61
HD 139357 b,366,19.871 Jupiters,2008,5.97272
HD 1397 b,260,0.415 Jupiters,2018,7.79
HD 14067 b,463,15.737 Jupiters,2014,6.53329
HD 140901 b,50,15.57359 Earths,2022,6.012
HD 140901 c,50,6.284 Jupiters,2022,6.012
HD 141004 b,39,13.63484 Earths,2021,4.422
HD 141399 b,121,0.451 Jupiters,2014,7.20856
HD 141399 c,121,1.33 Jupiters,2014,7.20856
HD 141399 d,121,1.18 Jupiters,2014,7.20856
HD 141399 e,121,0.66 Jupiters,2014,7.20856
HD 141937 b,109,9.69 Jupiters,2002,7.25
HD 142022 A b,112,4.51 Jupiters,2005,7.7
HD 142245 b,317,3.07 Jupiters,2011,7.46
HD 142415 b,116,1.67 Jupiters,2003,7.33
HD 142 A d,85,0.26 Jupiters,2022,5.7
HD 142 b,85,1.249 Jupiters,2001,5.7
HD 142 c,85,10.901 Jupiters,2012,5.7
